SuperWEB2(tm)

"Domestic Overnight Trips"
"Quarter and Stopover state/region/SA2 by Stopover reason"
"Counting: Overnight trips (000)"

Filters:
"Default Summation","Overnight trips (000)"

,"Stopover reason","Holiday","Visiting friends and relatives","Business","Other reason","No other reason","In transit","Not stated/not asked","Total",
,"Peninsula",199.9774783,89.6292393,5.4434348,3.9661891,0,0,4.7209133,303.7372548,
,"Phillip Island",145.4238984,63.1842724,7.06972,0,0,0,0,215.6778908,
,"Spa Country",20.2433709,25.7699135,0,0,0,0,0,46.0132844,
,"Upper Yarra",22.2690317,11.6084412,1.3613819,0,0,0,0,35.2388548,
,"Western Grampians",28.3762194,45.1024656,37.0822895,5.6746423,0,3.3508937,0,119.5865105,
,"Wimmera",3.9259066,19.3532381,3.9253101,0,0,0,0,27.2044548,
,"Victoria",1809.4589129,1786.3779015,662.9703659,122.6612994,0,29.5638177,54.9009975,4409.0103897,
,"Brisbane",275.6487936,414.5149353,275.2401884,26.7143123,0,0,4.5701948,994.4784157,
,"Bundaberg",34.9759593,30.4645074,47.2504095,3.8712719,0,3.2090337,2.9464866,122.7176684,
,"Central Queensland",93.3072976,81.4579133,78.7674028,14.9527435,0,0,10.1928775,278.6782347,
,"Darling Downs",91.8829111,154.7258048,91.1739295,12.3753833,0,4.430918,11.6642231,366.2531698,
,"Fraser Coast",72.2299058,47.1542061,12.1533985,4.3674158,0,2.4581043,5.6226827,136.5989672,
,"Gold Coast",520.1509014,178.1402832,111.3224486,10.2461938,0,0,10.343596,827.6771312,
,"Mackay",68.9390059,53.3034261,35.4940138,5.763904,0,0,0,163.5003498,
,"Northern",67.1856531,41.7504349,39.3850267,0,0,0,7.2350213,155.556136,
,"Outback",60.420622,23.8356761,49.2679883,0.6700399,0,1.5643681,10.1928775,145.9515719,
,"Sunshine Coast",448.6990558,179.5207061,26.2376106,29.9728667,0,3.2090337,5.3309712,692.9702441,
,"Tropical North Queensland",169.3287474,49.1520683,62.3575215,2.8561141,0,0,7.2350213,290.9294726,
,"Whitsundays",66.4376951,13.9881171,25.1743304,0,0,3.2090337,7.2350213,110.4580381,
,"Queensland",1695.3232047,1190.3634094,791.0430717,111.7902453,0,11.6624241,40.3755814,3754.8757158,
,"Adelaide",182.3289795,180.9617928,127.1604643,33.7915233,0,0,11.7244157,535.9671756,
,"Adelaide Hills",18.1373877,8.3452444,0,0.7742269,0,1.7865256,0,29.0433846,
,"Barossa",40.1039252,30.2997137,6.0029016,1.7865256,0,1.1529653,3.9807459,81.5402517,
,"Clare Valley",28.5261907,9.7637145,3.2891452,0,0,1.5643681,6.8121943,49.9556128,
,"Eyre Peninsula",52.3128834,18.261424,13.4648263,4.1092847,0,5.2711649,17.7034563,108.9683717,
,"Fleurieu Peninsula",110.5769313,24.0032078,4.2041736,0,0,0,0,138.7843127,
,"Limestone Coast",39.0062079,32.6045456,31.8354266,4.2635658,0,5.4032753,6.6392105,118.750934,
,"Murraylands",68.331234,25.5673667,7.3334598,3.8035108,0,0,0,103.1133093,
,"Riverland",57.5494564,19.5368408,19.7322512,0,0,0,8.6812533,104.3272319,
,"Yorke Peninsula",69.6583807,31.8240143,1.3441201,0.5137494,0,3.8636506,4.7209133,109.8477034,
,"Flinders Ranges and Outback",68.2718554,33.7174195,29.4625554,1.3887994,0,4.507678,17.7034563,152.974639,
,"Kangaroo Island",6.4026054,0,2.2181375,0,0,0,0,8.6207429,
,"South Australia",648.7123411,402.2549361,236.2252378,50.4311859,0,14.5485579,26.1668798,1353.0313951,
,"Experience Perth",291.9845077,291.6211747,188.0484037,61.0524282,0,0.8150424,10.7725343,839.8865191,
,"Australia's Golden Outback",73.987045,40.6102863,81.4915005,2.4207597,0,6.2604978,19.6106646,221.376861,
,"Australia's North West",86.2648515,17.9860513,34.0105564,0.6168038,0,0.4972318,13.937487,150.4925301,
,"Australia's South West",250.2118931,155.8773876,53.236822,3.2939478,0,0,10.7725343,468.991277,
,"Australia's Coral Coast",111.3720211,61.833278,30.9660022,2.8312698,0,0.4972318,13.937487,220.2618256,
,"Western Australia",748.0475547,552.7938864,375.2489064,70.2152093,0,7.0755402,35.3432982,1754.4709188,
,"Hobart and the South",115.688022,73.982799,28.9705469,9.0662948,0,0,1.9182972,226.9377198,
,"East Coast",78.6975828,8.0044689,7.1584586,4.7845972,0,0,0,98.6451075,
,"Launceston, Tamar and the North",99.0775278,42.835014,39.9594956,4.8107242,0,0,4.3023895,188.6010588,
,"North West",68.0288152,25.3564097,22.5321469,1.1971703,0,0,2.5967987,119.2240157,
,"Wilderness West",42.4605532,0.3292079,7.6612042,0,0,0,0,50.4509653,
,"Tasmania",251.7125287,149.1596227,94.4976544,15.732605,0,0,24.0543916,515.6523033,
,"Darwin",28.5548073,13.1203774,44.5359669,2.2262208,0,0,7.0657562,95.5031286,
,"Barkly",2.5434624,10.0597982,16.7559781,0,0,3.203459,7.0657562,37.989363,
,"Alice Springs",27.2206619,8.1108812,3.9771463,1.5595806,0,0,10.9147305,51.7830005,
,"Kakadu Arnhem",18.6473929,0,8.3166545,0,0,0,8.8522818,35.8163292,
,"Katherine Daly",7.8880401,0.3285344,7.129359,0,0,0,14.6468759,29.9928094,
,"Lasseter",27.4603838,0,2.2856143,2.9779987,0,0,7.9568743,40.6808711,
,"MacDonnell",2.0932266,4.9772689,4.5438809,2.3895821,0,0,1.8978913,15.9018498,
,"Northern Territory",70.7507472,32.5622505,76.6828663,9.1533822,0,3.203459,24.7474085,209.2059942,
,"Canberra",170.4722058,145.5954476,101.6989731,32.0318184,0,8.5972574,2.2100087,460.605711,
,"ACT",170.4722058,145.5954476,101.6989731,32.0318184,0,8.5972574,2.2100087,460.605711,
"March quarter 1999","Sydney",465.4974799,783.6627727,443.9137686,86.2128834,0,10.5301737,0,1785.4678508,
,"Blue Mountains",180.1864437,86.084104,19.0168811,5.1966955,0,0,0,290.4841243,
,"Capital Country",142.0864772,74.4061355,27.5678268,8.2215117,0,9.0388032,6.0152167,267.3359711,
,"Central Coast",211.1166595,220.4099487,27.729696,7.5592672,0,1.2022122,0,468.0177836,
,"Central NSW",208.0582697,180.2724784,56.9351,34.8634122,0,18.9272013,0,493.9456228,
,"Hunter",379.7803401,313.4756535,84.8432488,7.0035329,0,4.9432679,0,786.7250241,
,"New England North West",109.260701,100.9377278,88.390484,28.9029639,0,8.960183,0,332.9070181,
,"North Coast NSW",814.5081472,360.2606629,110.0942671,22.0144308,0,12.8261713,0,1301.8263156,
,"Outback NSW",19.4653225,37.9229715,11.3003545,9.6751584,0,0,0,74.4553456,
,"Riverina",54.738514,106.4625687,34.9558135,4.6655471,0,7.6414956,0,208.4639389,
,"Snowy Mountains",112.3795874,46.6372215,20.8976287,2.7477173,0,0.4611906,0,183.1233455,
,"South Coast",748.6357467,267.4890295,79.371907,15.5433072,0,6.1310921,0,1115.9307019,
,"The Murray",189.2173231,87.5245052,37.1554729,9.5211704,0,13.726271,6.0152167,339.5814649,
,"New South Wales",3338.3900032,2503.8248661,1005.3167107,228.2484032,0,79.8782703,52.8963279,7026.8576246,
,"Melbourne",412.358542,622.8941099,360.8326467,53.0370606,0,3.9648025,0,1453.0871617,
,"Ballarat",53.2730361,48.4864649,31.3231929,23.3735481,0,3.3151185,2.920104,159.7713605,
,"Bendigo Loddon",71.0518987,93.5503841,12.8395747,0,0,4.2846449,0,178.8521021,
,"Central Highlands",62.8895867,27.9312322,8.5671408,2.920104,0,1.7628768,0,104.0709405,
,"Central Murray",142.3783382,60.1849374,8.4001828,0,0,0,0,210.9634584,
,"Geelong and the Bellarine",233.4327869,92.5357208,18.6389746,4.6578252,0,1.7965573,1.2763633,352.3382281,
,"Gippsland",195.1893918,101.2280352,16.6518035,9.0704434,0,1.0050278,0,312.5378896,
,"Goulburn",47.1720747,47.7594353,4.6598974,0,0,0,0,99.5914074,
,"Great Ocean Road",433.3842552,127.417592,40.5177331,3.1975905,0,0,1.2763633,603.9969768,
,"High Country",182.4531745,89.887423,5.8791908,8.6443478,0,3.3846809,0,290.248817,
,"Lakes",118.2478227,27.3383972,2.9184524,3.9458862,0,0,0,152.4505585,
,"Macedon",13.6702857,34.6222642,3.8407565,0,0,1.1585148,2.920104,53.2918212,
,"Mallee",61.959047,47.353057,32.1491061,12.2057864,0,3.5743202,0,157.2413167,
,"Melbourne East",14.5986105,25.3467773,3.8257984,0.8082447,0,0,0,44.5794309,
,"Murray East",2.9984601,16.5374374,9.6096425,0,0,8.3927167,0,37.5382567,
,"Peninsula",458.0430431,86.607919,17.0712415,3.1482304,0,0,0,556.6644781,
,"Phillip Island",240.6517551,18.8048944,4.2534917,0,0,0,0,263.7101412,
,"Spa Country",41.2885828,13.9316637,4.7993575,5.2795646,0,0,0,65.2991686,
,"Upper Yarra",54.6095464,8.6313099,2.8565821,1.7260184,0,0,0,67.8234568,
,"Western Grampians",54.757638,23.7471274,19.74116,3.5197097,0,0,0,101.7656351,
,"Wimmera",25.0867456,11.0310375,14.1020678,0,0,0,0,50.2198509,
,"Victoria",2759.2798782,1551.5014149,606.927531,127.9388466,0,26.5917387,33.3152187,4991.5730854,
,"Brisbane",382.3970541,330.6120657,279.8404086,56.8976599,0,7.9464924,0,1046.6893413,
,"Bundaberg",38.3777558,43.6713297,33.399186,3.8407565,0,2.2575597,0,121.5465877,
,"Central Queensland",87.9859631,68.0081796,50.5371902,13.0001504,0,3.8640559,0,223.3955392,
,"Darling Downs",113.9687211,116.6183178,65.4461884,4.6913038,0,14.4802758,0,302.3164079,
,"Fraser Coast",115.4583923,37.7045871,7.4723182,0,0,0,0,160.6352976,
,"Gold Coast",589.6421063,285.0473137,98.0133893,14.1893427,0,0,0,981.0610253,
,"Mackay",42.0193319,28.258849,37.9832784,1.4587533,0,5.9228985,0,115.6431111,
,"Northern",48.7273816,36.3856165,54.9057602,17.2316099,0,0,0,157.2503682,
,"Outback",22.1225577,20.1857376,35.2117754,2.9982253,0,3.3313833,0,77.8532287,
,"Sunshine Coast",535.4790627,233.5844812,54.7175689,18.3863048,0,0,0,842.1674176,
,"Tropical North Queensland",102.8924055,50.1723416,30.3070581,11.1380988,0,0,3.4046,189.3947262,
,"Whitsundays",60.9016579,18.4610249,32.1422888,0,0,0,0,111.5049716,
,"Queensland",1917.6587622,1202.8542309,759.2328197,139.3197387,0,35.4031022,21.2407241,3960.8524477,
,"Adelaide",185.33188,199.711846,137.4485333,25.9018459,0,0.7936836,0,549.1877888,
,"Adelaide Hills",10.9051648,2.1980095,0.669801,0,0,0,0,13.7729753,
,"Barossa",16.407321,17.6552179,1.2153708,0,0,0,1.2763633,36.554273,
,"Clare Valley",24.8677513,3.8547161,0.9158016,0,0,0,0,29.638269,
,"Eyre Peninsula",51.0644213,33.1755807,16.6979982,4.0159286,0,1.6445924,1.2763633,107.0239757,
,"Fleurieu Peninsula",190.0359455,30.0400315,2.0481706,0,0,0,0,222.1241476,
,"Limestone Coast",81.9783348,50.7399063,30.8966531,0,0,0,1.2763633,162.3457072,
,"Murraylands",47.8933963,14.3664926,7.6785082,0,0,0,1.2763633,71.2147604,
,"Riverland",53.515785,33.5873464,6.4653968,0.9674728,0,1.7628768,0,96.2988778,
,"Yorke Peninsula",106.2756234,38.6426156,1.2153708,0.5246807,0,0.7466086,0,147.4048991,
,"Flinders Ranges and Outback",34.9285743,27.9473804,35.8342009,1.0007733,0,0.6367834,1.2763633,101.6240756,
,"Kangaroo Island",6.8434425,1.6417784,4.0767228,0,0,0,0,12.5619437,
,"South Australia",706.7318145,427.1577444,237.2714919,32.4107013,0,4.7908612,18.2283845,1401.7274406,
,"Experience Perth",338.2951225,274.072739,164.3110148,53.6268639,0,3.3293556,0,831.1987195,
,"Australia's Golden Outback",48.3437862,45.5712814,43.5981787,2.7001963,0,2.793607,1.2763633,143.4897293,
,"Australia's North West",52.8519776,7.4753134,43.0098315,0,0,1.1490146,0,104.1417928,
,"Australia's South West",373.3317551,134.385712,50.8910719,4.3660902,0,3.3046558,1.2763633,565.1663182,
,"Australia's Coral Coast",130.2049776,39.9266047,27.9537638,0.7712923,0,0,0,195.2910107,
,"Western Australia",905.0348556,482.0287256,313.8349831,61.4644427,0,8.2323653,10.5644477,1749.1006211,
,"Hobart and the South",188.9031259,79.8051861,70.46588,15.9774635,0,0,1.2763633,355.845333,
,"East Coast",109.2618084,15.1254106,3.8843292,0.5410116,0,0,1.2763633,130.0889231,
,"Launceston, Tamar and the North",127.0127686,42.4494657,36.62308,9.7682389,0,0,1.2763633,217.1299165,
,"North West",89.4747993,47.1353819,21.8673422,7.2364273,0,0,1.2763633,166.3365241,
,"Wilderness West",45.8789257,4.0297901,9.979287,0,0,0,1.2763633,61.1643661,
,"Tasmania",384.0398525,178.4420567,124.0751709,33.5231413,0,0,8.0316425,718.6863844,
,"Darwin",15.5687052,20.3353093,32.7032276,0,0,0,0,68.6072421,
,"Barkly",1.4081312,1.3326321,3.6012339,0,0,0.333158,0,6.6751552,
,"Alice Springs",12.495749,9.6443178,18.4124016,7.81557,0,0,0,48.3680384,
,"Kakadu Arnhem",6.2239153,0.7492571,5.5802835,1.0751269,0,0,0,13.6285828,
,"Katherine Daly",6.4503032,5.7157229,11.4741005,1.6722237,0,0,0.7571681,25.3123503,
,"Lasseter",10.3083801,0.8361119,0.9123526,2.7651683,0,0,0,14.8220129,
,"MacDonnell",3.7879163,1.0493613,2.972091,0,0,0,0,7.8093686,
,"Northern Territory",50.7137164,36.7097636,74.7433381,10.5629206,0,0.333158,5.8855741,173.9464923,
,"Canberra",107.7792452,162.4762308,95.5249101,12.7924307,0,0,0,378.5728168,
,"ACT",107.7792452,162.4762308,95.5249101,12.7924307,0,0,0,378.5728168,
"June quarter 1999","Sydney",534.0419161,766.9483392,794.1212315,102.4685712,0,5.767181,5.0548968,2205.2626508,
,"Blue Mountains",186.2150792,68.0212656,40.5666194,0,0,1.3874899,1.9154118,292.8313813,
,"Capital Country",114.7125053,58.7400028,35.1707416,3.7482322,0,7.7789544,2.2010719,222.3515082,
,"Central Coast",148.2628236,138.0651125,23.0765676,3.4308529,0,3.0076368,0,315.8429934,
,"Central NSW",166.6374398,198.9555589,82.6319611,11.41632,0,12.3719524,2.2010719,471.4263171,
,"Hunter",320.2539879,251.778073,86.1231677,24.0900102,0,9.7682567,2.2010719,684.9987632,
,"New England North West",111.6597356,108.8846271,68.7293261,24.5723263,0,25.9663845,2.663378,332.1539643,
,"North Coast NSW",500.0163781,272.734025,124.3176089,30.9845583,0,16.0373129,8.1220475,925.1627018,
,"Outback NSW",54.3473965,35.1120119,49.6657295,7.8804863,0,3.4937186,4.6690913,152.5163983,
,"Riverina",92.8871042,71.4149046,77.3233526,5.1909409,0,5.4521484,2.663378,251.7923437,
,"Snowy Mountains",102.7033262,19.1963822,33.2787839,8.1153444,0,0.7774326,0,164.0712693,
,"South Coast",510.3801285,232.6431361,74.8362578,23.2098286,0,0,2.2010719,839.8487865,
,"The Murray",115.3932516,81.8785753,44.5691374,12.6376619,0,14.6900257,2.7536795,271.9223314,
,"New South Wales",2711.017221,2193.3307693,1489.0652615,246.8336508,0,86.0178683,80.0918494,6636.7332108,
,"Melbourne",354.5456139,529.5558144,485.7512827,72.1204909,0,5.5073521,12.3645033,1459.8450573,
,"Ballarat",66.4775574,53.8515273,23.9518982,6.3642362,0,2.09299,4.0084018,156.7466109,
,"Bendigo Loddon",49.8186778,81.2332706,28.1410051,2.8275465,0,0,0,162.0205,
,"Central Highlands",76.7228462,23.0341716,7.5784854,0,0,0,0,107.3355032,
,"Central Murray",104.2850366,22.1667093,14.0813882,4.4697364,0,1.7843756,4.1164837,150.9037298,
,"Geelong and the Bellarine",82.3077087,46.9096111,44.9702694,30.019967,0,0,2.2913734,206.4989296,
,"Gippsland",128.1056177,84.6547192,29.3557969,4.2876309,0,7.9605192,0,244.6703778,
,"Goulburn",43.9101771,48.280843,17.9736224,1.4673812,0,0,0,111.6320237,
,"Great Ocean Road",267.9078025,104.5988198,28.4093652,7.0497997,0,6.0152737,1.9154118,411.3529399,
,"High Country",230.9481381,107.1843259,16.5860339,3.4042853,0,3.0137802,2.2010719,362.5313139,
,"Lakes",90.607858,18.4732723,20.2426382,5.4406007,0,0,0,134.7643692,
,"Macedon",12.1890053,18.4876506,2.8112045,6.8492698,0,0,0,40.3371302,
,"Mallee",101.5220048,54.8636163,41.0893923,3.0560531,0,0,2.2913734,202.8224399,
,"Melbourne East",35.4146545,56.2966305,4.6920207,0,0,0,0,96.4033057,
,"Murray East",16.4681602,7.4276478,0,1.975518,0,0,0,25.871326,
,"Peninsula",171.1200316,58.3852003,11.3384864,6.5238058,0,0,1.9154118,249.2829359,
,"Phillip Island",161.3740842,22.2539701,1.2880839,4.3462788,0,0,0,189.262417,
,"Spa Country",54.7124935,24.8179365,2.3460104,0,0,0,0,81.8764404,
,"Upper Yarra",78.4082162,18.411857,2.5761678,5.1888769,0,0,0,104.5851179,
,"Western Grampians",52.1465757,14.6830137,15.3227264,0,0,2.0273847,1.9154118,86.0951123,
,"Wimmera",3.727457,14.5827726,4.9404488,0,0,2.6852562,0,25.9359346,
,"Victoria",1890.1086501,1373.9347365,774.6586761,156.3033526,0,25.071658,37.7057905,4182.4387073,
,"Brisbane",331.3691577,344.0692557,563.4192031,37.4902989,0,1.359345,0,1271.0111764,
,"Bundaberg",54.1759928,66.6365356,42.595209,0,0,6.8085706,2.2010719,172.4173799,
,"Central Queensland",127.138441,105.4856029,87.4463864,7.6974497,0,5.6112959,2.663378,330.9379247,
,"Darling Downs",172.4711364,145.5630814,91.1140271,13.9910918,0,11.5783731,0.4623061,417.241104,
,"Fraser Coast",72.3084921,43.5188781,3.4893231,0,0,0,2.2010719,121.5177652,
,"Gold Coast",585.6432983,96.956092,61.3400725,7.1024471,0,9.3625321,0,754.5187393,
,"Mackay",71.2948359,56.0445772,68.6013574,19.3124097,0,3.220872,2.2010719,214.2333801,
,"Northern",113.8859784,49.5954975,93.8375334,12.0394206,0,0,2.663378,272.0218079,
,"Outback",68.5172203,39.5503058,64.9493575,11.4202748,0,7.8680228,2.7536795,189.3670232,
,"Sunshine Coast",346.7095587,221.2913774,52.0111808,4.4151398,0,1.1438972,2.2010719,623.0368844,
,"Tropical North Queensland",190.5668691,66.3429306,110.1255883,0,0,6.8085706,2.663378,369.698766,
,"Whitsundays",60.1379558,15.7039144,16.5107956,10.5949001,0,6.8085706,2.2010719,105.1486378,
,"Queensland",1925.5096972,1156.1087249,1113.3609597,104.9502103,0,35.9593506,54.9276437,4243.2420791,
,"Adelaide",134.6696903,179.5662015,199.9125861,54.5493233,0,0.6496144,4.2067852,572.2679836,
,"Adelaide Hills",16.7807442,9.2934157,0.9485634,0,0,2.087711,0,29.1104343,
,"Barossa",33.9330131,10.762197,4.6870338,2.0514559,0,2.6852562,0,54.118956,
,"Clare Valley",29.3900224,16.1474912,4.8579748,0,0,2.716286,0,53.1117744,
,"Eyre Peninsula",47.9457824,30.0105775,14.6319375,7.1712144,0,2.716286,2.2830899,102.4757978,
,"Fleurieu Peninsula",142.2137879,47.6067411,7.6306748,8.836701,0,1.2949742,2.0665789,207.582879,
,"Limestone Coast",80.5780788,34.6711477,29.4401873,3.159671,0,6.0152737,2.2913734,150.1404582,
,"Murraylands",73.5766177,8.0199026,15.4631995,2.0514559,0,1.3874899,1.0045972,100.4986656,
,"Riverland",71.5316147,15.5788141,11.6920171,0.8063214,0,0,0,99.6087673,
,"Yorke Peninsula",80.8121005,48.2492666,4.4511692,1.5887279,0,2.6852562,0,135.1012642,
,"Flinders Ranges and Outback",54.3132745,27.19843,41.0680479,5.9610403,0,7.3882554,4.6690913,140.5981394,
,"Kangaroo Island",15.068887,7.2383596,0,0,0,0,0,22.3072466,
,"South Australia",671.9190792,414.1022846,328.366379,80.0215434,0,21.5085748,16.7277791,1495.0166257,
,"Experience Perth",292.8679932,267.2973825,122.1402582,71.8488857,0,2.3750798,0,749.2589445,
,"Australia's Golden Outback",46.1670216,18.2833902,72.4490045,1.2849196,0,6.3749221,0,140.9006219,
,"Australia's North West",95.9357344,52.6339432,60.2773059,15.0684568,0,11.0258328,1.3614857,224.3845516,
,"Australia's South West",255.103406,161.5310845,45.554866,5.7741091,0,2.716286,0,467.394155,
,"Australia's Coral Coast",154.9950931,47.4606326,32.8253017,17.4655015,0,1.9154118,0,252.7465289,
,"Western Australia",793.4829955,535.0008571,319.5423075,109.5264609,0,21.6912465,9.0892861,1740.6031559,
,"Hobart and the South",88.8585349,67.0690852,82.6229557,13.0041683,0,0,1.9154118,249.544693,
,"East Coast",77.8068125,8.8224016,1.6447747,1.7834424,0,0,1.9154118,91.972843,
,"Launceston, Tamar and the North",68.1663134,52.6387876,20.3496771,5.9963345,0,0,1.9154118,149.0665244,
,"North West",37.3456397,32.3352029,17.0510672,7.5730672,0,0,1.9154118,93.2722446,
,"Wilderness West",28.1734093,5.1489419,4.4019319,0,0,0,1.9154118,36.6915507,
,"Tasmania",206.6871836,157.1005839,124.1572301,28.3570124,0,0,19.7018773,503.153399,
,"Darwin",56.4042709,21.4545947,25.5366614,2.7312446,0,1.8258262,2.2913734,110.2439712,
,"Barkly",11.3980957,0,11.2496559,0.8850908,0,0.8242754,2.2913734,26.6484912,
,"Alice Springs",47.3809533,2.0605415,16.4054032,2.1779956,0,1.0133333,0,69.0382269,
,"Kakadu Arnhem",22.4685678,0,13.170365,2.6834266,0,0,0,38.3223594,
,"Katherine Daly",28.2806016,10.8207064,22.1301644,1.9281348,0,0,2.2913734,65.4509806,
,"Lasseter",40.5224468,0.3966867,3.7335997,0.8850908,0,0,0,45.537824,
,"MacDonnell",15.8307497,0,5.5577379,0,0,0,1.3614857,21.3884876,
,"Northern Territory",132.088599,31.9791285,94.9284257,6.8655292,0,3.6634349,8.854767,271.8164907,
,"Canberra",124.6442031,165.0398109,229.0576164,39.4365117,0,3.6816915,1.9154118,563.7752454,
,"ACT",124.6442031,165.0398109,229.0576164,39.4365117,0,3.6816915,1.9154118,563.7752454,
"September quarter 1999","Sydney",507.8852936,681.3283972,663.9486094,115.7843186,0,0,1.2322116,1969.6050694,
,"Blue Mountains",144.797461,41.1020749,49.3791964,12.2948341,0,2.2390954,0,249.8126618,
,"Capital Country",100.9992202,79.6866219,39.2646554,9.1585457,0,15.1841958,2.6218654,246.9151044,
,"Central Coast",109.8945399,141.8174603,26.5512013,1.184792,0,12.4959325,0,291.943926,
,"Central NSW",238.6022786,128.5991364,83.1314397,19.039386,0,22.0390434,8.5398021,498.0032138,
,"Hunter",273.1699126,198.4050027,162.0994393,21.6186146,0,16.5722799,3.4749306,673.0974607,
,"New England North West",153.2159438,119.2666129,91.3957458,24.9397283,0,21.2584749,6.1835194,409.8899706,
,"North Coast NSW",448.9879877,404.0919869,130.9371849,44.0284008,0,51.6891274,6.0209922,1020.3705259,
,"Outback NSW",74.5191961,22.7958469,83.9671937,2.2765407,0,7.3924058,8.3291528,199.280336,
,"Riverina",45.9508396,59.402141,92.2195658,6.8694463,0,25.2847584,11.4436953,233.1449923,
,"Snowy Mountains",253.8340493,3.3429361,21.5986298,0,0,2.8142883,0,281.5899035,
